Metin;Durum
Ürün oturma alanı yetişkinlere biraz küçük gelebilir. Çocuklara gençlere daha ideal. Çok hızlı geldi çok teşekkürler;2
çok rahat değil,oturma yeri biraz da kucuk ancak fiyat performans acisindan iyi. oneririm;2
Ürün göründüğü gibi ama dar ve sert biraz pek rahat değil.. ama bu kadar olurdu zaten fiyat performans ürünü;2
Beklediğimden çok daha kaliteli, normalden daha küçük olduğu için çocuk odaları için uygun. Deri görünümlü olduğu için temizliği çok rahat. Çok beğendik kullanmaktan memnunuz.;1
18 yaşında Bi kız olarak 10 dakikada kurdum oldukça sağlam sadece biraz küçük yani daha çok genç ve zayıf insan tarzı diyebilirim onun harici fiyat işlev açısından iyi;2
Küçük oglum için di zaten küçükmüşte ürün ki Fena değil alınabilir daha iyisi daha çok para;2
Arkadaşlar balkonda normal otururken falan güzel sandalye tamam ama küçük yani uzun süre ders çalışmak için alanlara söylüyorum uzun süre otursak sıkıntı çünkü biraz küçük ben ders için almıştım ama balkon için kullanıcam.;2
Ebat olarak ufak yani kilolu kişiler pek rahat edemez ama ofis kullanım için yinede ideal bir ürün;2
Kurulumu kolay bir sandalye. Oturma yeri kücük boyutta. Çocuklar için daha uygun. Sert olduğu icin sirti rahatsiz ediyor.;0
Göründüğünden çok küçük geliyor. Zayıf minyon bir insan olduğum icin bana sorun olmadı ama boyutlarını inceleyin almadan. Onun haricinde gayet güzel bir ürün memnun kaldım.;2
Ürün resimdeki gibi ancak normal bir sandalye cok rahatlık isteyen başka koltuk bakabilir onun dısında normal ideal ürün;2
Beklediğimden biraz küçük geldi ofis için çok uygun değil ben yeğenime ders çalışması için aldım. ilkokula gidiyor tam anlamıyla cocuklar için teşekkürler ??;2
Ürünü kurunca biraz göze küçük ve alçak görünüyor ama iş görüyor. Eğer fazla kilolu ve uzun boyluysanız rahat edemeyebilirsiniz.;2
diğer yorumlarda yazdığı biraz dar bir koltuk. Ona rağmen sırt desteği yeterli. Özellikle çocukları için hesaplı koltuk arayanlar alabilir. Kaplaması kumaş değil, suni deri gibi.;2
Ürünün boyu biraz küçük ama çocuk için ideal bir ürün ??;2
Yorumları dikkate alarak 8 yaşındaki oğlum için aldım. Bizim ihtiyacımızı karşıladı.;1
Çok küçük değil 65 kilo biri rahatlıkla sığıyor.Kargo çok hızlıydı.Teşekkürler.;1
Boyutu küçük, ama benim için yeterliydi. Montajı da baya kolay;2
Biraz küçük ama kızım için ideal biz beğendik teşekkürler;2
Fazlasıyla rahat boyutu küçük gözükse de oturunca bu anlaşılmıyor bile fiyatının hakkını verdi;1
Ufak ama rahat bir sandalye.kurulumu zor degil;2
Biraz küçük ama iş görüyor . Evde çalışma odasına koymak için almıştık. Cok rahat değil ama üzerine mider koyunca daha iyi olacağıni düşünüyorum. Biraz büyük olsa mükemmel bir ürün olabilirmiş.;2
Harika diyemiyegim plastik aksamları kalitesiz duruyor. Oğlumun odasına aldım 6 yaşında oldugu için sıkıntı olmaz die düşünüyorum. kısaca çok memnun kalmadım ama neyse tek iyi tarafı kolay kurulumu var. Son olarak oturma yeri tam oturmadiğından biraz yamuk duruyor??;0
ürün kaliteli ama küçük çocuklar için uygun bence ama iyi ki ben minyonum sigabildim sorun olmadı ????;2
Göründüğünden küçük, kurulumu kolay ve rahat bir sandalye;2
Buyuk bir sandalye degil, ama rahat ve kurulumu kolay;2
Fiyat kelite orani iyi ama sirt bolgesi biraz sert ve esnek degil;0
kızın ilkokula gidiyor lise bitene kadar kullanabilir biraz sert ama kaliteli;2
öncelikle trendyola teşekkür ederim indirim kuponumla cok uygun aldim ben sandalyeden cok memnun kaldım bu fiyata bu kaliteyi başka yerde bulamazsınız tavsiye ediyorum pişman olmazsınız;1
Tam bir fiyat performans ürünü, çocuk için aldık. Gayet kaliteli fiyatına göre ve işimizi gördü. Çok memnun kaldık;1
Kaliteli ve güzel bir ürün ama kolun koyulduğu yerin civataları çok baştan sağma montelerimi çabuk çıkıyor...;0
Standart bir sandalye, deri istemeyenler açıklamaya dikkat etsin, esnek değil arkaya doğru esneme payı yok.;0
Beklentiniz yüksek olmasın, ortalamanın altında. Çok küçük çocuklar için anca olur.;0
sekreter koltuğu diye ofise aldım ama eve götürdüm 11 yaşındaki kızıma daha uygun. küçük yani;0
Alınabilir. Çok büyük boyutta Bi sandalye degıl ama iş görür.;2
sandalye küçük. Allahtan 6 yaşındaki kızıma aldık.;2
oğlu. için aldım güzel ama büyüdüğünde ne olur bilmem oğlum 9yasinda;2
çocuk için almıştık. çocuk için ideal ama büyük insanların oturması zor. malzeme kalitesi de orta.;0
tek kusuru biraz küçük olmasi. kilolu biri zor sığar . ama fiyatına göre iyi bir ürün;2
Biraz beklediğimden küçük ama güzel;2
Boyutu biraz küçük ama idare eder :);2
Beklediğimden küçüktü boyut olarak;2
Çok büyük değil ancak kullanışlı;2
fiyat uygun biraz küçük;0
Biraz küçük ama kullanımı ergonomik;2
göründüğünden küçük fakat çok kibar;0
biraz küçük ama yinede güzel;2
Cok kaliteli bir urun diyemem ama basit bir urunde degil, tamamen is gorur. piyasadaki muadillerine gore fiyat ve performans acisindan tercih edilir..;0
urun çok güzel cok küçük değil gençlere ideal;2
Kurması basit fakat ayaklar oldukça zor takılıyor. Ikea gibi rahat beklemeyin takmayı. Oldukça dayanıklı ama yetişkin kullanımı için de iyi. Oturma kısmı bir süre sonra sert geliyor ama yastıkla daha rahat;0
Urun kullanilir ama bir sureden sonra kolu falan esnemeye basliyor yani fiyatina gore iyi parayi veren dudugu calar hesabi az parayada anca bunu bulursunuz ama memnunuz cok fena bisey degil kullaniliyor iyi yani ben iki tane almistim kizlarima sadece kollari falan esnemis yani kullaniyorlar aorun yok ??;2
sandalye güzel suni deri ama oturma kısmı inca olduğundan minderle kullanmak da fayda var.;0
kilo fazla kaldırmıyor, küçük çocuk için ideal ofis vs.icin uygun degil;0
İdare eder Biraz küçük ama bilginiz olsun;0
Ürünün kalitesi fiyatına göre iyi ama oturuşu hiç rahat değil çünkü oturak kısmı ile sırt kısmı çok küçük büyüğü ile değiştirmek istiyorum;0
Çok kaliteli bir ürün uzun zamandr almayı düşünüyordum memnun kaldım.;1
Fiyatına göre kaliteli olduğunu düşünmüyorum. Boyutu küçük fakat beni rahatsız etmiyor ama oturma alanı konforlu değıl. Beklediğimden geç elime ulaştı.;0
Koltuğun oturma yeri biraz dar ve ince. Ama iş görür.;2
3 ay oldu kullanalı, ayağı kırıldı durup dururken ve hiç rahat değil parasını hak etmiyor.;0
biraz küçük ama rahatlığında sıkıntı yok.;2
Biraz küçük ama güzel;2
Küçük çocuklar için uygun;2
biraz ufak ama evde idare ediyo bel ağrıtmaz;0
Kullanışlı ama biraz küçük;2
güzel ama bi tık küçük baya kullanışlı alınabilir;2
Diğer sandalyelere göre biraz küçük;0
Ürün görselde ki gibi, çocuklar için ideal, fiyat performans karşılıyor. Sipariş Tam 4 hafta sonra geldi.;2
Fiyat performans olarak düşünüldüğünde gayet başarılı bir ürün bence. Kurulumu da son derece kolaydı. Alınabilir ????;2
Fiyatina gore iyi bi urun plastik parcalari fazla kaliteli olmasa da is gorur.Cocugumun masasi icin yeterli .;0
indirimde çok daha ucuza almıştım. ahım şahım bir ürün değil, fiyat performans ürünü. gayet güzel idare eder????????;0
Ürün fiyat/performans olarak iyi bu fiyata muazzam rahat bir şey beklemeyin. Fakat içinden fatura vs çıkmadı. İade etmek istesek edemezdik, enteresan.;0
kurulumu çok kolay,teslimat hızlı..yazıldığı gibi öyle küçük dar değil,fiyatına göre çok iyi ve şık fazla bir rahatlık beklentiniz olmasın..;2
10gün sürdü kargo. Hafiften küçük, bu yüzden dik oturmaya zorluyor sizi. Fiyatına göre iyi ama çok da rahat değil hani.;0
piyasadaki fiyatların altında aldım.ihtiyacimi karşıladı deri ofis sandalyesi.;1
Fiyatına göre ehhh yani işte öyle anım şanım bir şeyi yok;0
Kurulumu kolay ama biraz güç gerektiren bir ürün. Görüntüsü kaba değil, kaliteli ve şık.;1
fiyatına göre gayet yeterli bir urun ..Biz beğendik;1
Fiyatına göretavsiye ederim biraz küçük ve kuması deri ama iş görür ????;2
Öğrenci olan kızıma aldım. Çok kullanışlı ve uygun bir ürün;1
Ürünün fiyatı uygun kaliteside iyi kullanıyorum 1 yıldır bir sorun yaşamadım.;1
ürün güzel fiyat açısından kaliteli sadece oturduğumuz kısım biraz sert ben yastık koydum altıma;0
Küçük odalar için iyi. İndirimli fiyatına uygun güzel bir ürün :);1
Fiyata göre harika ürün. bulunmayacak kampanya idi, teşekkürler;1
8 yasindaki oglum icin almistik.cocuk icin gayet uygun;1
üst kısım tam oturmadı sallanıyor üniveriste öğrencisi ve normal kiloda biriyim çok tavsiye etmiyorum açıkçası;0
ürün çocuk sandalyesi gibi küçük bir ürün çocuk odası için ideal;0
Güzel koltuk kurulumu kolay fakat göründüğünden küçük geliyor dikkat ederek alın??;0
Deri olmasından dolayı çok kullanışlı değil. Kalitesini pek beğenmedim.;0
Kurulumu basit ama çok sert ve küçük bi sandalye ben beğenmedim;0
Fiyatına göre iyi ama tekerlekleri çıkıyor arada, birde görselde kumaş görünüyor ama deri çıkıyor paketten.. oğlum için aldım, fazla ağır birini taşımaz..;0
kurulumu için bir anlatım çıkmıyor youtube den bakmak zorunda kaldım biraz zor oldu ama sağlam ve kaliteli fiyatının hakkını veriyor;0
Çok beğendim ?? oğlum bayıldı ??kurulum kolay iyi paketleme eksiksiz ürün???siyah deri temizliği kolay olacak ?? 60 kg çok rahat ben oturdum oğlum rahat rahat sığdı insanlar neden yanlış bilgi veriyorlar anlamıyorum?????;1
orta kalite bir urun ancak bu fiyata da cok bir beklenti icin de olmamak gerek zaten.;0
Spotçularda bile daha pahalı.. fiyat performans gayet iyi;1
Sırt tarafında ufak bir problem var ama fiyatına göre iyi;0
Fiyat performans iyi. Hızlı teslim edildi ve kolayca kurduk;1
urun fiyatına göre iyi kurulumu da kolay kargoda hizli;1
fiyatına göre iyi kızıma aldım kurulumu kolay fena değil;2
Kesinlikle fiyat performans ürünü. Bana söylendiği kadar küçük gelmedi.;1
Uygun fiyat teşekkür ediyorum;1
Yani bu fiyata normal;1
Biraz küçük ama fiyatına göre güzel bir ürün...;2
işçilik sıfır, vidalar yamuk yumuk. ürün küçük ve basit. kurulumu zor. vidanın geçeceği yerde kaynak parçası kalmış vida girmedi malzeme kalitesi kötü 5para etmez. tek güzel kısmı mekanizması iyi gibi. kardeşime verdim otursun;0
Ürün beklediğim gibi değil ufak geldi kalite olarakta çok iyi değil beğenmedim;0
indirimdeyken almıştık normal sandalyeden farkı yok ve sert tercihiniz iyi bir şeyse sakın almayın;0
Sandalye biraz küçük, tekerlekler takılı durmuyor.;0
Aşırı küçük, verilen ölçülere aldanmayın;0
Boyutu biraz küçük, ama kurulumu kolay.;0
Ürün göründüğünden küçük ama kullanışlı sayılır;0
Fiyatına göre kalitesiz bir ürün. Sırt kısmında hiç esneme yapmıyor kazık gibi ve oturma yeri çok küçük. Plastiği kalitesiz;0
Ayakları çok sağlam değil ve kaplaması her an yırtılcak gibi. Ama kurulumu kolay ve fiyatına göre rahat bir ürün.;0
Fiyatına göre iyi urun pek kaliteli degil ama bu fiyat için iş görür kullanışlı ama rahat konforlu ergonomik birsey istiyorsanız aradıgınız ürün bu degil.;0
fiyatına göre gayet sağlam bir sandalye oğlumun çalışma odasına aldım paketleme özenli geldi kurulumu çok basit fazladan yüksek meblağlar ödemeye gerek yok iş görüyor????;1
Çocuk odası için ideal buyukler için uygun olduğunu düşünmüyorum ona göre karar verin alırken ama kalitesi fiyatına göre iyi ??;2
Fiyatına göre çok çok iyi bence. Oğlum 46 kilo, gayet rahat oturabiliyor. Teşekkürler emeği geçenlere.;1
Harika ürün demonte gelmişti kolaylıkla kendim monte ettim kullanmaya başladım boyuna göre ayarlanmasına bayıldım;1
Muhteşem güzel pratik kullanım ayrıca jest olarak gönderdiği hediye ayrıca bayıldım çok tşk ederim remaks ailesi;1
5 yildiz veriyorum yorum ilk sirada gorulsun diye.largo asiri gec geldi kurulumda kolay degil ayaginin biri tam oturmuyo kendi imkanlarimizla dösemeciye tamir ettirdik taktirdik.arka yaslanma kismindaki borusu diyim icine çökmus ayaklari hep cikiyo o yuzden hepsine vida taktirdik. iadeyle ugrasmamak icin korona gunlerinde yoksa urun kaliteli degil is gorur bir süre okadar kesinlikle tavsiye etmiyorum;0
Kurulumu çok kolay bir tornavida yeterli zaten kurulmuş iki parça geliyor tavsiye ederim kaliteli derisi var;1
Koltuğu 11 yaşındaki oğlum için aldım.Ürun elime eksiksiz olarak ulaştı.Paketlemeside güzeldi.Fiyatina göre çok güzel bir koltuk.;1
Fiyat performans ürünü kesinlikle. Daha kurmadık zor gibi de durmuyor alınmalı????;1
parasına göre iyiydi kargo ekibini tebrik ediyorum;1
Kurulum aşamasında tekerlek kısmı biraz zorluyor fakat fiyatına göre kullanışlı bir ürün.;0
ürün cok güzel bi sekilde paketlenmis olup fiyatına gore bi urun ??;1
fiyat performans uyumu tam bir fiyat performans ürünü, yalnız küçük olduğunu bilerek sipariş ediniz;1
İndrimdeyken 1.sinifa giden oğluma aldım kaliteli ve dayanıklı kurulumuda kolay;1
fiyatına göre güzel bir ürün;1
Fiyatına göre çok güzel bir ürün;1
çok güzel fiyatına göre çok başarılı;1
ürün tam bir fiyat performans ürünü;1
Bu fiyata çok çok iyi;1
Sandığımdan çok daha iyi bir ürün. Teşekkürler.;1
Fiyatına göre güzel bir ürün;1
Fiyata gore güzel bir urun. kurulumu kolay;1
Fiyatına göre idare eder.;2
Biraz küçük ama ideal fiyat için;0
Ürün beklediğim gibi rahat değil ve boyut küçük maalesef;0
Çok küçük çocuk sandalyesi gibi, beğenmedim;0
Biraz küçük ama kullanışlı;0
İş görür , fena değil;2
ürün fiyatina göre uygun, pakete belki biraz daha özen gösterilebirlidi. 3 yildizin sebebi satici icin degil ürün icindir.;2
güzel ve kullanışlı tek eksisi tekerlek bağlantılarının vidalı olmaması vidalı olmaması demek kullanıma engel bir durum demek degildir.;0
Çok hızlı geldi.Ürün gayet kullanışlı çok kolay monte ettik.Büyükler için uygun olmayabilir ama çocuklar için gayet iyi;0
Kurulumu oldukça kolaydı ama yine de bilmeyenler için talimatlar da gönderilse daha iyi olur :) ürün oldukça rahat ve ergonomik, kargo da hızlıydı teşekkürler;0
çok güzel sağlam bı sekilde teslim edildi .çok kolay kurulum yaptım kendim...helal olsun .gayet güzel ve sağlam bir ürün .. teşekkürler;0
fiyat performans ürünü,kilonuz 100 üzeriyde almayın sığmayabilirsiniz ama tatlı bir ürün güzel paketlenmişti;2
Görseldeki gibi geldi çok rahat olduğunu söyleyebilirim. Çok memnun kaldık. sapasağlam bir şekilde elimize ulaştı. Trendyol ailesine ve kargo çalışanlarına ayrı ayrı teşekkür ederiz.;1
ilk izlenim olarak gayet iyi ve bu fiyata oranla konforlu. kurulumu tek başıma yaptım tekerlekleri takma kısmı biraz güç istiyor onun dışında bir zorluğu yok. hızlı kargo ve özenli paketleme için teşekkürler;2
bu fiyata gayet ideal bir calisma koltugu. cocugum icin aldim. Plastigi kesinlikle kokusuz. tavsiye ederim;1
Gayet güzel beklediğim gibi geldi.;1
Şuan kurdum kadınlar icin bile kurulum rahat. saglamligi zamanla belli olacak gibi ama simdi hos. Azicik kücük. Ama pişman da olmazsınız alın.;1
İlk başta yorumları okuduğumda kötü olduğunu düşündüm fakat almaktan vazgeçmedim aldım ve neredeyse 1 ay olmuştur ya da daha fazla gerçekten çok kullanışlı ve hediye için de ayrıca çok teşekkür ederim güvenerek alabilirsiniz.;1
Montaji ile ilgili hicbir bilgi yok ve ayaklarin kurulumu oldukca güç gerektiriyordu. Ancak kurduktan sonra sağlam ve konforlu oluşu ile uğraşıma değdi.;2
Dokusu olarak deri, kolide değil poşette geldi. Konfor olarak fena değil fakat kullanan kişinin kalıbı önemli ona göre seçin;2
ürün güzel koltuk ve sırt dayama yeri deri görünümlü oturma yeri sert yükseklik ayarı var, sırt dayama ayarı yok, kurulumu çok basit üniversiteye kadar olan gençler için ideal, yetişkinler veya kilolu çocuklar için ufak olabilir. Ben 4 yaşındaki oğluma aldım memnunum;2
Bu fiyata başka bulamazsınız. Kurulumu çok basit. Paketleme çok iyi. Kargo hızlı. Çocuklarım için aldım memnun kaldım.;1
çok büyük sürpriz olsu bukadar erken beklemiyordum mükemmel??oğlum için almıştım çok mutlu oldu.firmaya ve kargoya çok teşekkür ederim kesinlikle tavsiye ederim herşey çok güzel..;1
Yorumlarda küçük falan deniliyor genelde tereddüt ettim ama beklediğimden iyi geldi yetişkinler de rahat rahat kullanabilir çocuk için falan denilmiş genelde ama gönül rahatlığıyla alınır kurulumu basit ve fiyatına göre çok iyi;1
fiyatina gore güzel rahat. küçük diyenler kac kilo bilmiyorum ama 1.85 boy 85 kilo esim sığdı rahat rahat;1
